Male,"19,808","5,417","11,093","2,757",212,116,17,178,18,-
Female,"18,500","4,978","11,062","2,064",153,45,14,161,23,-
TANA NORTH,"28,681","6,737","16,434","4,200",589,154,92,424,51,-
Male,"15,776","3,614","8,711","2,630",390,112,50,231,38,-
Female,"12,905","3,123","7,723","1,570",199,42,42,193,13,-
TANA RIVER,"29,008","8,348","16,447","3,325",354,202,49,216,67,-
Male,"14,886","4,356","8,161","1,862",195,126,29,120,37,-
Female,"14,122","3,992","8,286","1,463",159,76,20,96,30,-
LAMU,"50,249","10,470","30,511","7,600",619,463,45,461,80,-
Male,"25,969","5,389","15,566","4,101",310,277,24,264,38,-
Female,"24,278","5,081","14,943","3,499",309,186,21,197,42,-
LAMU EAST,"7,592","1,539","4,941",980,55,24,5,40,8,-
Male,"3,866",778,"2,486",518,29,18,4,27,6,-
Female,"3,726",761,"2,455",462,26,6,1,13,2,-
LAMU WEST,"42,657","8,931","25,570","6,620",564,439,40,421,72,-
Male,"22,103","4,611","13,080","3,583",281,259,20,237,32,-
Female,"20,552","4,320","12,488","3,037",283,180,20,184,40,-
TAITA/TAVETA,"116,381","20,535","67,662","22,938","3,236","1,710",78,11,211,-
Male,"59,272","10,439","34,682","11,327","1,677",989,35,8,115,-
Female,"57,108","10,095","32,980","11,611","1,559",721,43,3,96,-
MWATATE,"28,635","4,949","16,398","6,121",716,393,18,1,39,-
Male,"14,632","2,507","8,425","3,051",385,230,9,1,24,-
Female,"14,002","2,441","7,973","3,070",331,163,9,-,15,-
TAITA,"19,302","3,293","10,719","4,504",475,246,16,1,48,-
Male,"9,800","1,642","5,560","2,174",252,143,6,-,23,-
Female,"9,502","1,651","5,159","2,330",223,103,10,1,25,-
TAVETA,"31,879","5,677","19,728","5,352",716,350,20,5,31,-
Male,"16,342","2,890","10,234","2,653",343,192,9,4,17,-
Female,"15,537","2,787","9,494","2,699",373,158,11,1,14,-
VOI,"36,565","6,616","20,817","6,961","1,329",721,24,4,93,-
Male,"18,498","3,400","10,463","3,449",697,424,11,3,51,-
Female,"18,067","3,216","10,354","3,512",632,297,13,1,42,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
GARISSA,"132,990","13,112","71,214","27,998","3,469","1,840",685,"13,742",929,1
Male,"77,489","6,758","40,569","18,172","2,202","1,338",409,"7,492",549,-
Female,"55,497","6,354","30,643","9,825","1,267",501,276,"6,250",380,1
BALAMBALA,"2,740",313,"1,558",766,54,19,27,2,1,-
Male,"1,692",171,939,512,37,11,20,1,1,-
Female,"1,048",142,619,254,17,8,7,1,-,-
DADAAB,"20,883","1,370","12,075","4,523",408,109,145,"2,127",126,-
Male,"12,354",709,"6,930","2,996",297,88,84,"1,173",77,-
Female,"8,529",661,"5,145","1,527",111,21,61,954,49,-
FAFI,"15,237","1,214","8,702","3,592",201,70,95,"1,288",75,-
Male,"8,847",643,"4,838","2,362",136,57,58,703,50,-
Female,"6,389",571,"3,863","1,230",65,13,37,585,25,-
GARISSA,"40,562","3,812","20,766","9,018","1,635","1,141",92,"3,849",248,1
Male,"22,526","1,945","11,328","5,401",908,780,52,"1,974",138,-
Female,"18,033","1,867","9,437","3,616",727,360,40,"1,875",110,1
HULUGHO,"19,993","2,334","10,449","3,289",262,117,106,"3,334",102,-
Male,"12,290","1,244","6,511","2,269",187,97,62,"1,855",65,-
Female,"7,703","1,090","3,938","1,020",75,20,44,"1,479",37,-
IJARA,"28,963","3,418","14,857","6,036",809,337,183,"2,973",350,-
Male,"17,366","1,749","8,620","4,146",566,267,112,"1,704",202,-
Female,"11,597","1,669","6,237","1,890",243,70,71,"1,269",148,-
LAGDERA,"4,612",651,"2,807",774,100,47,37,169,27,-
Male,"2,414",297,"1,403",486,71,38,21,82,16,-
Female,"2,198",354,"1,404",288,29,9,16,87,11,-
WAJIR,"132,610","15,024","78,024","26,173","3,262","1,278",496,"7,960",393,-
Male,"75,637","7,713","43,283","16,413","2,151",973,292,"4,565",247,-
Female,"56,969","7,310","34,740","9,759","1,111",304,204,"3,395",146,-
BUNA,"6,080",746,"3,310","1,270",163,56,32,483,20,-
Male,"3,410",399,"1,813",772,109,46,18,244,9,-
Female,"2,670",347,"1,497",498,54,10,14,239,11,-
ELDAS,"14,237","1,812","8,662","2,530",279,86,66,756,46,-
Male,"7,706",873,"4,508","1,620",180,62,40,398,25,-
Female,"6,531",939,"4,154",910,99,24,26,358,21,-
HABASWEIN,"35,144","3,152","18,648","7,065",929,266,168,"4,779",137,-
Male,"20,991","1,676","10,928","4,512",622,206,95,"2,865",87,-
Female,"14,153","1,476","7,720","2,553",307,60,73,"1,914",50,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
TARBAJ,"6,525",715,"4,163","1,351",131,36,19,104,6,-
Male,"3,311",325,"2,040",756,96,26,10,55,3,-
Female,"3,213",390,"2,122",595,35,10,9,49,3,-
WAJIR EAST,"25,940","2,628","15,285","5,936",901,479,55,579,77,-
Male,"14,536","1,357","8,284","3,576",564,370,34,302,49,-
Female,"11,403","1,271","7,001","2,360",337,108,21,277,28,-
WAJIR NORTH,"9,690","1,559","6,111","1,482",197,133,28,169,11,-
Male,"5,301",765,"3,252",928,139,109,20,81,7,-
Female,"4,389",794,"2,859",554,58,24,8,88,4,-
WAJIR SOUTH,"15,891","2,328","10,287","2,698",309,71,74,85,39,-
Male,"9,675","1,283","6,183","1,821",207,56,46,53,26,-
Female,"6,215","1,044","4,104",877,102,15,28,32,13,-
WAJIR WEST,"19,103","2,084","11,558","3,841",353,151,54,"1,005",57,-
Male,"10,707","1,035","6,275","2,428",234,98,29,567,41,-
Female,"8,395","1,049","5,283","1,412",119,53,25,438,16,-
MANDERA,"168,647","19,891","103,594","30,687","3,154","1,185",575,"8,826",734,1
Male,"90,664","9,454","54,328","18,779","2,111",907,307,"4,423",354,1
Female,"77,980","10,437","49,264","11,907","1,043",278,268,"4,403",380,-
"",-,,,,0,,,,,-
MANDERA WEST,"22,717","4,088","14,151","3,366",311,103,61,603,34,-
Male,"11,917","1,901","7,309","2,053",220,79,31,308,16,-
Female,"10,800","2,187","6,842","1,313",91,24,30,295,18,-
BANISA,"20,564","3,279","12,661","3,060",317,74,147,852,174,-
Male,"11,647","1,659","7,048","2,030",213,60,70,485,82,-
Female,"8,916","1,620","5,612","1,030",104,14,77,367,92,-
KOTULO,"16,578","1,848","10,175","3,047",370,133,36,916,53,-
Male,"8,797",832,"5,198","1,924",273,99,21,421,29,-
Female,"7,780","1,016","4,976","1,123",97,34,15,495,24,-
LAFEY,"12,181","1,156","6,628","2,694",221,115,102,"1,201",64,-
Male,"6,112",525,"3,171","1,497",142,80,63,607,27,-
Female,"6,069",631,"3,457","1,197",79,35,39,594,37,-
MANDERA CENTRAL,"34,878","3,593","20,996","6,353",694,157,82,"2,796",206,1
Male,"16,936","1,494","9,888","3,577",434,124,42,"1,284",92,1
Female,"17,941","2,099","11,108","2,775",260,33,40,"1,512",114,-
MANDERA EAST,"36,560","3,065","22,161","7,846",904,504,77,"1,873",130,-
Male,"20,910","1,592","12,244","4,990",588,381,49,996,70,-
Female,"15,650","1,473","9,917","2,856",316,123,28,877,60,-
MANDERA NORTH,"25,169","2,862","16,822","4,321",337,99,70,585,73,-
Male,"14,345","1,451","9,470","2,708",241,84,31,322,38,-
Female,"10,824","1,411","7,352","1,613",96,15,39,263,35,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
MARSABIT,"108,132","20,071","66,742","16,410","2,229","1,690",171,631,188,-
Male,"55,636","10,004","33,476","9,281","1,239","1,115",95,314,112,-
Female,"52,492","10,067","33,263","7,128",990,575,76,317,76,-
"",-,,,,0,,,,,-
LOIYANGALANI,"6,673","1,351","4,170",924,125,75,14,-,14,-
Male,"3,177",612,"1,869",533,87,62,6,-,8,-
Female,"3,495",739,"2,300",391,38,13,8,-,6,-
MARSABIT CENTRAL,"27,959","4,809","16,940","4,728",700,662,28,15,77,-
Male,"14,078","2,422","8,355","2,484",342,413,15,5,42,-
Female,"13,879","2,387","8,584","2,243",358,249,13,10,35,-
MARSABIT NORTH,"10,319","1,795","6,431","1,607",256,176,22,18,14,-
Male,"5,133",883,"3,040",907,132,135,12,14,10,-
Female,"5,186",912,"3,391",700,124,41,10,4,4,-
MARSABIT SOUTH,"11,620","2,390","7,043","1,707",281,153,32,-,14,-
Male,"5,659","1,085","3,249","1,006",190,113,8,-,8,-
Female,"5,961","1,305","3,794",701,91,40,24,-,6,-
MOYALE,"32,258","5,902","20,081","4,708",463,440,29,593,42,-
Male,"17,428","3,072","10,738","2,770",244,266,18,292,28,-
Female,"14,830","2,830","9,343","1,938",219,174,11,301,14,-
NORTH HORR,"6,587","1,253","3,841","1,102",259,99,17,1,15,-
Male,"3,481",633,"1,991",622,151,62,14,-,8,-
Female,"3,105",620,"1,849",480,108,37,3,1,7,-
SOLOLO,"12,716","2,571","8,236","1,634",145,85,29,4,12,-
Male,"6,680","1,297","4,234",959,93,64,22,3,8,-
Female,"6,036","1,274","4,002",675,52,21,7,1,4,-
ISIOLO,"79,881","16,843","46,541","12,570","1,625","1,152",86,957,107,-
Male,"40,960","8,576","23,387","6,792",801,721,45,577,61,-
Female,"38,920","8,266","23,154","5,778",824,431,41,380,46,-
GARBATULLA,"25,147","4,699","15,813","3,456",278,134,41,695,31,-
Male,"13,233","2,392","8,109","2,054",153,101,24,383,17,-
Female,"11,914","2,307","7,704","1,402",125,33,17,312,14,-
ISIOLO,"41,522","9,066","22,886","7,259","1,143",924,41,144,59,-
Male,"21,157","4,639","11,582","3,708",534,549,19,95,31,-
Female,"20,365","4,427","11,304","3,551",609,375,22,49,28,-
MERTI,"13,212","3,078","7,842","1,855",204,94,4,118,17,-
Male,"6,570","1,545","3,696","1,030",114,71,2,99,13,-
Female,"6,641","1,532","4,146",825,90,23,2,19,4,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
MERU,"554,475","96,507","324,028","108,293","12,925","10,663",672,9,"1,378",-
Male,"277,202","49,445","163,464","51,059","5,969","6,203",344,4,714,-
Female,"277,259","47,061","160,555","57,232","6,956","4,459",327,5,664,-
BUURI EAST,"25,158","3,766","14,067","5,867",826,548,26,1,57,-
Male,"12,796","1,954","7,238","2,883",383,296,6,-,36,-
Female,"12,362","1,812","6,829","2,984",443,252,20,1,21,-
BUURI WEST,"26,396","4,333","14,835","6,027",639,471,41,2,48,-
Male,"13,326","2,188","7,618","2,896",317,263,14,2,28,-
Female,"13,070","2,145","7,217","3,131",322,208,27,-,20,-
IGEMBE CENTRAL,"84,771","16,877","51,372","14,098","1,136",960,123,-,205,-
Male,"42,142","8,610","25,847","6,463",499,559,66,-,98,-
Female,"42,628","8,267","25,525","7,635",637,400,57,-,107,-
IGEMBE NORTH,"66,151","11,634","41,869","10,712",934,665,114,1,222,-
Male,"32,652","5,993","20,823","4,875",374,417,62,-,108,-
Female,"33,496","5,641","21,044","5,836",560,248,52,1,114,-
IGEMBE SOUTH,"56,443","12,019","33,464","8,998",933,743,124,-,162,-
Male,"27,641","6,191","16,486","3,986",401,433,70,-,74,-
Female,"28,799","5,828","16,975","5,012",532,310,54,-,88,-
IMENTI NORTH,"55,511","9,767","28,168","12,046","2,942","2,417",35,1,135,-
Male,"27,661","4,957","14,211","5,747","1,352","1,309",18,1,66,-
Female,"27,849","4,809","13,957","6,299","1,590","1,108",17,-,69,-
IMENTI SOUTH,"67,801","11,231","36,451","16,220","2,066","1,659",37,1,136,-
Male,"34,365","5,810","18,610","7,981","1,001",873,18,-,72,-
Female,"33,434","5,421","17,840","8,239","1,065",786,18,1,64,-
MERU CENTRAL,"44,995","7,648","24,982","9,982","1,292",936,60,1,94,-
Male,"22,798","3,896","12,846","4,813",638,525,30,-,50,-
Female,"22,197","3,752","12,136","5,169",654,411,30,1,44,-
TIGANIA CENTRAL,"41,347","6,493","26,617","6,973",584,526,53,-,101,-
Male,"20,788","3,292","13,514","3,292",265,346,32,-,47,-
Female,"20,559","3,201","13,103","3,681",319,180,21,-,54,-
TIGANIA EAST,"29,551","4,624","18,546","5,372",503,412,19,-,75,-
Male,"14,531","2,358","9,168","2,468",224,256,11,-,46,-
Female,"15,018","2,266","9,376","2,904",279,156,8,-,29,-
TIGANIA WEST,"56,289","8,102","33,627","11,988","1,066","1,321",40,2,143,-
Male,"28,468","4,189","17,086","5,648",513,925,17,1,89,-
Female,"27,819","3,913","16,540","6,339",553,396,23,1,54,-
MERU NATIONAL PARK,44,11,22,4,4,3,-,-,-,-
Male,21,6,11,2,2,-,-,-,-,-
Female,23,5,11,2,2,3,-,-,-,-
MT. KENYA FOREST,18,2,8,6,0,2,-,-,-,-
Male,13,1,6,5,0,1,-,-,-,-
Female,5,1,2,1,0,1,-,-,-,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
THARAKA-NITHI,"144,933","22,592","82,127","32,111","3,802","3,680",211,2,408,-
Male,"73,509","11,591","41,710","15,966","1,798","2,111",112,1,220,-
Female,"71,422","11,001","40,416","16,144","2,004","1,569",99,1,188,-
IGAMBANG'OMBE,"20,369","3,472","12,229","3,962",354,274,19,-,59,-
Male,"10,393","1,814","6,226","1,973",180,156,10,-,34,-
Female,"9,976","1,658","6,003","1,989",174,118,9,-,25,-
MAARA,"37,866","5,514","21,043","9,224","1,049",913,28,-,95,-
Male,"19,356","2,884","10,779","4,596",530,493,17,-,57,-
Female,"18,510","2,630","10,264","4,628",519,420,11,-,38,-
MERU SOUTH,"30,872","4,534","15,649","7,708","1,191","1,670",22,-,98,-
Male,"15,688","2,259","8,095","3,782",552,938,12,-,50,-
Female,"15,183","2,275","7,554","3,925",639,732,10,-,48,-
THARAKA NORTH,"23,967","3,694","14,772","4,667",377,281,105,-,71,-
Male,"12,019","1,828","7,396","2,364",172,167,56,-,36,-
Female,"11,947","1,866","7,375","2,303",205,114,49,-,35,-
THARAKA SOUTH,"31,795","5,371","18,425","6,546",788,541,37,2,85,-
Male,"16,040","2,802","9,210","3,247",363,357,17,1,43,-
Female,"15,755","2,569","9,215","3,299",425,184,20,1,42,-
MT. KENYA FOREST,64,7,9,4,43,1,-,-,-,-
Male,13,4,4,4,1,-,-,-,-,-
Female,51,3,5,-,42,1,-,-,-,-
EMBU,"205,389","30,130","115,139","47,397","6,675","5,492",201,12,343,-
Male,"104,132","15,308","59,371","23,031","3,071","3,052",98,6,195,-
Female,"101,251","14,819","55,766","24,365","3,604","2,440",103,6,148,-
EMBU EAST,"41,231","5,578","22,985","10,247","1,377",929,45,2,68,-
Male,"20,990","2,918","11,845","5,004",656,510,19,1,37,-
Female,"20,240","2,659","11,140","5,243",721,419,26,1,31,-
EMBU NORTH,"25,255","3,589","13,302","6,824",839,639,25,1,36,-
Male,"13,147","1,850","7,013","3,444",433,370,15,-,22,-
Female,"12,108","1,739","6,289","3,380",406,269,10,1,14,-
EMBU WEST,"38,642","6,076","19,158","8,730","2,342","2,197",35,2,102,-
Male,"19,180","3,034","9,703","4,157",988,"1,220",16,1,61,-
Female,"19,461","3,042","9,454","4,573","1,354",977,19,1,41,-
MBEERE SOUTH,"58,147","8,733","34,456","12,477","1,298","1,018",73,5,87,-
Male,"29,539","4,388","17,863","6,012",632,557,34,3,50,-
Female,"28,606","4,344","16,592","6,465",666,461,39,2,37,-
MBEERE NORTH,"42,114","6,154","25,238","9,119",819,709,23,2,50,-
Male,"21,276","3,118","12,947","4,414",362,395,14,1,25,-
Female,"20,836","3,035","12,291","4,704",457,314,9,1,25,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
MT. KENYA FOREST,-,-,-,-,0,-,-,-,-,-
Male,-,-,-,-,0,-,-,-,-,-
Female,-,-,-,-,0,-,-,-,-,-
KITUI,"490,726","74,212","306,299","91,565","9,299","7,071",527,26,"1,726",1
Male,"250,178","38,155","157,004","45,045","4,666","4,046",285,13,964,-
Female,"240,536","36,056","149,286","46,519","4,633","3,024",242,13,762,1
IKUTHA,"39,676","5,953","25,454","7,028",648,378,57,-,158,-
Male,"20,339","3,126","13,096","3,435",336,226,29,-,91,-
Female,"19,337","2,827","12,358","3,593",312,152,28,-,67,-
KATULANI,"18,641","2,527","10,821","4,542",373,327,11,-,40,-
Male,"9,635","1,328","5,576","2,281",221,198,3,-,28,-
Female,"9,006","1,199","5,245","2,261",152,129,8,-,12,-
KISASI,"19,501","3,018","11,927","3,991",260,234,14,-,57,-
Male,"10,112","1,543","6,234","2,007",151,139,7,-,31,-
Female,"9,389","1,475","5,693","1,984",109,95,7,-,26,-
KITUI CENTRAL,"39,644","6,531","21,999","8,259","1,531","1,172",25,2,125,-
Male,"20,082","3,361","11,211","4,083",701,639,16,1,70,-
Female,"19,562","3,170","10,788","4,176",830,533,9,1,55,-
KITUI WEST,"29,215","4,525","17,224","6,166",627,595,7,1,70,-
Male,"14,933","2,285","8,940","3,052",307,308,3,-,38,-
Female,"14,281","2,240","8,283","3,114",320,287,4,1,32,-
KYUSO,"34,600","5,172","22,948","5,433",493,332,44,1,177,-
Male,"17,508","2,648","11,643","2,659",236,198,21,1,102,-
Female,"17,091","2,524","11,305","2,773",257,134,23,-,75,-
LOWER YATTA,"26,585","3,422","16,418","5,693",448,493,23,-,88,-
Male,"13,784","1,773","8,598","2,846",233,271,12,-,51,-
Female,"12,801","1,649","7,820","2,847",215,222,11,-,37,-
MATINYANI,"19,193","3,256","11,044","4,038",437,356,17,-,45,-
Male,"9,909","1,681","5,728","2,009",242,213,11,-,25,-
Female,"9,284","1,575","5,316","2,029",195,143,6,-,20,-
MIGWANI,"33,664","5,064","19,958","6,969",829,660,23,1,160,-
Male,"17,222","2,541","10,337","3,422",418,388,10,-,106,-
Female,"16,440","2,523","9,620","3,547",411,271,13,1,54,-
MUMONI,"13,808","2,132","8,763","2,509",179,150,44,-,31,-
Male,"6,857","1,046","4,373","1,223",86,83,26,-,20,-
Female,"6,951","1,086","4,390","1,286",93,67,18,-,11,-
MUTITU,"25,958","3,782","17,573","4,001",276,220,27,-,79,-
Male,"13,084","2,004","8,870","1,882",153,116,17,-,42,-
Female,"12,872","1,778","8,701","2,119",123,104,10,-,37,-
"",,,,,Middle Level/ Technical,,,,,
"",,,,,,,Adult Basic,,,
County/ Sub-County,Total*,Pre-Primary,Primary,Secondary,and Vocational Training,University,,Madrasa/ Duksi,Don't Know,Not Stated
"",,,,,,,Education,,,
"",,,,,(TVET),,,,,
MUTITU NORTH,"9,275","1,269","6,063","1,660",145,103,10,-,25,-
Male,"4,763",676,"3,118",806,85,53,5,-,20,-
Female,"4,511",593,"2,944",854,60,50,5,-,5,-
MUTOMO,"51,247","7,952","33,313","8,329",880,510,63,18,182,-
Male,"25,989","4,103","16,965","4,019",455,316,28,10,93,-
Female,"25,256","3,849","16,346","4,310",425,194,35,8,89,-
MWINGI CENTRAL,"46,035","6,982","28,700","8,511",873,754,62,2,150,1
Male,"23,501","3,548","14,812","4,181",420,425,38,1,76,-
Female,"22,534","3,434","13,888","4,330",453,329,24,1,74,1
MWINGI EAST,"39,172","5,758","25,767","6,523",566,330,28,-,200,-
Male,"19,856","2,996","13,130","3,166",261,194,16,-,93,-
Female,"19,314","2,761","12,636","3,357",305,136,12,-,107,-
NZAMBANI,"19,051","3,052","11,616","3,724",353,235,18,1,52,-
Male,"9,831","1,566","5,986","1,921",189,130,13,-,26,-
Female,"9,220","1,486","5,630","1,803",164,105,5,1,26,-
THAGICU,"6,905","1,107","4,240","1,338",121,69,8,-,22,-
Male,"3,457",552,"2,167",626,46,44,3,-,19,-
Female,"3,447",555,"2,072",712,75,25,5,-,3,-
TSEIKURU,"18,556","2,710","12,471","2,851",260,153,46,-,65,-
Male,"9,316","1,378","6,220","1,427",126,105,27,-,33,-
Female,"9,240","1,332","6,251","1,424",134,48,19,-,32,-
MACHAKOS,"505,677","79,502","287,319","107,067","14,991","15,044",462,7,"1,285",-
Male,"258,981","40,849","148,270","52,995","7,623","8,266",235,5,738,-
Female,"246,686","38,650","139,044","54,070","7,368","6,778",227,2,547,-
ATHI RIVER,"98,497","19,610","47,846","18,688","4,891","6,889",125,1,447,-
